data.type,age,d13C,formation,member,taxon,sample.id,reference,notes
enamel,1.935,1.6,Koobi Fora,UpperBurgi,Ceratotherium,f 6678,"Cerling et al., 2015",
enamel,1.935,2.1,Koobi Fora,UpperBurgi,Ceratotherium,FwJj20-7818,"Cerling et al., 2015",
enamel,1.935,1,Koobi Fora,UpperBurgi,Ceratotherium,FwJj20-8403,"Cerling et al., 2015",
enamel,1.935,-12.5,Koobi Fora,UpperBurgi,Deinotherium,KNM-ER 4294,"Cerling et al., 2015",
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Elephas,KNM-ER 4102,"Cerling et al., 2015",
enamel,1.935,0.1,Koobi Fora,UpperBurgi,Elephas,KNM-ER 4113,"Cerling et al., 2015",
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Elephas,KNM-ER 5871,"Cerling et al., 2015",
enamel,1.935,-0.5,Koobi Fora,UpperBurgi,Equus,f 13050,"Cerling et al., 2015",
enamel,1.935,0.6,Koobi Fora,UpperBurgi,Equus,f 2170,"Cerling et al., 2015",
enamel,1.935,1.2,Koobi Fora,UpperBurgi,Equus,f 3815,"Cerling et al., 2015",
enamel,1.935,1.1,Koobi Fora,UpperBurgi,Equus,f 44-07,"Cerling et al., 2015",
enamel,1.935,0,Koobi Fora,UpperBurgi,Equus,f 4801,"Cerling et al., 2015",
enamel,1.935,0,Koobi Fora,UpperBurgi,Equus,f 5677,"Cerling et al., 2015",
enamel,1.935,1.7,Koobi Fora,UpperBurgi,Equus,f 6143,"Cerling et al., 2015",
enamel,1.935,0.1,Koobi Fora,UpperBurgi,Equus,FwJj20-7531,"Cerling et al., 2015",
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Equus,FwJj20-7710,"Cerling et al., 2015",
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Equus,FwJj20-6754,"Cerling et al., 2015",
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Equus,KNM-ER 1271,"Cerling et al., 2015",
enamel,1.935,-0.7,Koobi Fora,UpperBurgi,Equus,KNM-ER 4020,"Cerling et al., 2015",
enamel,1.935,0.4,Koobi Fora,UpperBurgi,Equus,KNM-ER 4043,"Cerling et al., 2015",
enamel,1.935,-3.8,Koobi Fora,UpperBurgi,Equus,KNM-ER 4044,"Cerling et al., 2015",
enamel,1.935,1.1,Koobi Fora,UpperBurgi,Eurygnathohippus,f 14049,"Cerling et al., 2015",
enamel,1.935,0.9,Koobi Fora,UpperBurgi,Eurygnathohippus,f 5525,"Cerling et al., 2015",
enamel,1.935,0.5,Koobi Fora,UpperBurgi,Eurygnathohippus,f 7361,"Cerling et al., 2015",
enamel,1.935,0.9,Koobi Fora,UpperBurgi,Eurygnathohippus,FwJj20-1830,"Cerling et al., 2015",
enamel,1.935,0.7,Koobi Fora,UpperBurgi,Eurygnathohippus,FwJj20-5493,"Cerling et al., 2015",
enamel,1.935,1.4,Koobi Fora,UpperBurgi,Eurygnathohippus,FwJj20-8384,"Cerling et al., 2015",
enamel,1.935,0.9,Koobi Fora,UpperBurgi,Eurygnathohippus,KNM-ER 4094,"Cerling et al., 2015",
enamel,1.935,-12,Koobi Fora,UpperBurgi,Giraffa,f 11354,"Cerling et al., 2015",
enamel,1.935,-11.8,Koobi Fora,UpperBurgi,Giraffa,f 12031,"Cerling et al., 2015",
enamel,1.935,-8.6,Koobi Fora,UpperBurgi,Giraffa,f 12061,"Cerling et al., 2015",
enamel,1.935,-10.1,Koobi Fora,UpperBurgi,Giraffa,f 13083,"Cerling et al., 2015",
enamel,1.935,-11.5,Koobi Fora,UpperBurgi,Giraffa,f 14014,"Cerling et al., 2015",
enamel,1.935,-11.1,Koobi Fora,UpperBurgi,Giraffa,f 7243,"Cerling et al., 2015",
enamel,1.935,-11.5,Koobi Fora,UpperBurgi,Giraffa,FwJj20-1800,"Cerling et al., 2015",
enamel,1.935,-12.9,Koobi Fora,UpperBurgi,Giraffa,FwJj20-8599,"Cerling et al., 2015",
enamel,1.935,-11.7,Koobi Fora,UpperBurgi,Giraffa,KNM-ER 4641,"Cerling et al., 2015",
enamel,1.935,-0.8,Koobi Fora,UpperBurgi,Hippopotamidae,Df 623,"Cerling et al., 2015",
enamel,1.935,0.2,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-2287,"Cerling et al., 2015",
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-5076,"Cerling et al., 2015",
enamel,1.935,0.2,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-5238,"Cerling et al., 2015",
enamel,1.935,-1.4,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-5654,"Cerling et al., 2015",
enamel,1.935,-1,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-5850,"Cerling et al., 2015",
enamel,1.935,-0.6,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-6869,"Cerling et al., 2015",
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-7081,"Cerling et al., 2015",
enamel,1.935,-1.5,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-8390,"Cerling et al., 2015",
enamel,1.935,-1.3,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-8657,"Cerling et al., 2015",
enamel,1.935,-1.5,Koobi Fora,UpperBurgi,Hippopotamidae,FwJj20-8684,"Cerling et al., 2015",
enamel,1.935,0.1,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 1394,"Cerling et al., 2015",
enamel,1.935,0.1,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 1399 ave,"Cerling et al., 2015",
enamel,1.935,-2.4,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 1426,"Cerling et al., 2015",
enamel,1.935,-0.4,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 1514,"Cerling et al., 2015",
enamel,1.935,-1.8,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 2184,"Cerling et al., 2015",
enamel,1.935,0,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 2279,"Cerling et al., 2015",
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 4887,"Cerling et al., 2015",
enamel,1.935,-3.1,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 785,"Cerling et al., 2015",
enamel,1.935,-1.2,Koobi Fora,UpperBurgi,Hippopotamidae,KNM-ER 943,"Cerling et al., 2015",
enamel,1.935,-1.3,Koobi Fora,UpperBurgi,Hippotragini,f 12146,"Cerling et al., 2015",
enamel,1.935,1,Koobi Fora,UpperBurgi,Hippotragini,f 12535,"Cerling et al., 2015",
enamel,1.935,-0.9,Koobi Fora,UpperBurgi,Hippotragini,f 7224,"Cerling et al., 2015",
enamel,1.935,2.5,Koobi Fora,UpperBurgi,Hippotragini,FwJj20-7923,"Cerling et al., 2015",
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Kolpochoerus,130-54.01,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.1,Koobi Fora,UpperBurgi,Kolpochoerus,f 11133,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.5,Koobi Fora,UpperBurgi,Kolpochoerus,f 11144A,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.1,Koobi Fora,UpperBurgi,Kolpochoerus,f 11560,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.7,Koobi Fora,UpperBurgi,Kolpochoerus,f 12013,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.7,Koobi Fora,UpperBurgi,Kolpochoerus,f 9030,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.9,Koobi Fora,UpperBurgi,Kolpochoerus,FwJj20-6364,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.6,Koobi Fora,UpperBurgi,Kolpochoerus,FwJj20-6591,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.2,Koobi Fora,UpperBurgi,Kolpochoerus,FwJj20-7312,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.4,Koobi Fora,UpperBurgi,Kolpochoerus,FwJj20-8037,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.2,Koobi Fora,UpperBurgi,Kolpochoerus,FwJj20-8144,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.6,Koobi Fora,UpperBurgi,Kolpochoerus,FwJj20-8391,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.4,Koobi Fora,UpperBurgi,Kolpochoerus,KNM-ER 3283,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Kolpochoerus,KNM-ER 3536,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.1,Koobi Fora,UpperBurgi,Kolpochoerus,KNM-ER 4152,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.7,Koobi Fora,UpperBurgi,Kolpochoerus,KNM-ER 4157,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.6,Koobi Fora,UpperBurgi,Kolpochoerus,f 7125,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.5,Koobi Fora,UpperBurgi,Kolpochoerus,f 9029,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0,Koobi Fora,UpperBurgi,Loxodonta,KNM-ER 1299,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Loxodonta,KNM-ER 338,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.5,Koobi Fora,UpperBurgi,Loxodonta,KNM-ER 4910,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.6,Koobi Fora,UpperBurgi,Metridiochoerus,f 11368,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Metridiochoerus,f 11443,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Metridiochoerus,f 12263,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.2,Koobi Fora,UpperBurgi,Metridiochoerus,f 13012,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.9,Koobi Fora,UpperBurgi,Metridiochoerus,f 13029,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Metridiochoerus,f 13066,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.6,Koobi Fora,UpperBurgi,Metridiochoerus,f 13519,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Metridiochoerus,f 19013,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.2,Koobi Fora,UpperBurgi,Metridiochoerus,f 6294,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.8,Koobi Fora,UpperBurgi,Metridiochoerus,f 6482,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.3,Koobi Fora,UpperBurgi,Metridiochoerus,f 7106,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.8,Koobi Fora,UpperBurgi,Metridiochoerus,f 8026,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0,Koobi Fora,UpperBurgi,Metridiochoerus,f 9101,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.8,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-10368,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-10381,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.2,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-10394,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.5,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-1630,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-7932,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-7942,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.4,Koobi Fora,UpperBurgi,Metridiochoerus,FwJj20-8633,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.1,Koobi Fora,UpperBurgi,Metridiochoerus,KNM-ER 3362,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.7,Koobi Fora,UpperBurgi,Metridiochoerus,KNM-ER 3477,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0,Koobi Fora,UpperBurgi,Metridiochoerus,KNM-ER 3696,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.7,Koobi Fora,UpperBurgi,Notochoerus,f 11218,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.7,Koobi Fora,UpperBurgi,Notochoerus,f 12552,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Notochoerus,f 13065,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.9,Koobi Fora,UpperBurgi,Notochoerus,f 14064,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.2,Koobi Fora,UpperBurgi,Notochoerus,f 14090,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.7,Koobi Fora,UpperBurgi,Notochoerus,FwJj20-144,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Notochoerus,FwJj20-1699,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0,Koobi Fora,UpperBurgi,Notochoerus,FwJj20-7943,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.5,Koobi Fora,UpperBurgi,Notochoerus,FwJj20-8698,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-2.1,Koobi Fora,UpperBurgi,Notochoerus,KNM-ER 3478,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.1,Koobi Fora,UpperBurgi,Notochoerus,KNM-ER 3559,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.3,Koobi Fora,UpperBurgi,Notochoerus,KNM-ER 3587,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,1.4,Koobi Fora,UpperBurgi,Reduncini,f 11046,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.3,Koobi Fora,UpperBurgi,Reduncini,f 11109,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.5,Koobi Fora,UpperBurgi,Reduncini,f 12355,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.4,Koobi Fora,UpperBurgi,Reduncini,f 12630,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.6,Koobi Fora,UpperBurgi,Reduncini,f 14201,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.7,Koobi Fora,UpperBurgi,Reduncini,f 8050b,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,1.9,Koobi Fora,UpperBurgi,Reduncini,FwJj20-1271,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,1.7,Koobi Fora,UpperBurgi,Reduncini,FwJj20-1812,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,1.2,Koobi Fora,UpperBurgi,Reduncini,FwJj20-1946,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,1.4,Koobi Fora,UpperBurgi,Reduncini,FwJj20-5619,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,2.1,Koobi Fora,UpperBurgi,Reduncini,FwJj20-6596,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-1.2,Koobi Fora,UpperBurgi,Reduncini,KNM-ER 4471,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-0.8,Koobi Fora,UpperBurgi,Reduncini,KNM-ER 4608,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-2.4,Koobi Fora,UpperBurgi,Sivatherium,f 13660 ave,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-3.2,Koobi Fora,UpperBurgi,Sivatherium,f 6552,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-8.6,Koobi Fora,UpperBurgi,Sivatherium,KNM-ER 3917,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-3.1,Koobi Fora,UpperBurgi,Sivatherium,KNM-ER 3921,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-5.5,Koobi Fora,UpperBurgi,Sivatherium,KNM-ER 6162 ave,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-7.9,Koobi Fora,UpperBurgi,Tragelaphini,f 12085,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.2,Koobi Fora,UpperBurgi,Tragelaphini,f 12188,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.6,Koobi Fora,UpperBurgi,Tragelaphini,f 14015,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-6.4,Koobi Fora,UpperBurgi,Tragelaphini,f 4694,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-3,Koobi Fora,UpperBurgi,Tragelaphini,KNM-ER 2874,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,-2.9,Koobi Fora,UpperBurgi,Tragelaphini,KNM-ER 4612,"Cerling et al., 2015",member assignation based on age column
enamel,1.935,0.95,Koobi Fora,UpperBurgi,Bovini,f 12364,"Cerling et al., 2015",member assignation based on age column
enamel,1.93,-2.3,Koobi Fora,UpperBurgi,Paranthropus,KNM-ER 1469A,"Cerling et al., 2013",member assignation based on age column
enamel,1.93,-7.5,Koobi Fora,UpperBurgi,Homo,KNM-ER 1483E,"Cerling et al., 2013",member assignation based on age column
enamel,1.93,-6.4,Koobi Fora,UpperBurgi,Homo,KNM-ER 1802B,"Cerling et al., 2013",member assignation based on age column
enamel,1.93,-7.2,Koobi Fora,UpperBurgi,Homo,KNM-ER 62000,"Cerling et al., 2013",member assignation based on age column
paleosol,1.92,-5.98,Koobi Fora,UpperBurgi,NA,K03-81,Quinn et al. (2007),member assignation based on age column
paleosol,1.91,-8.56,Koobi Fora,UpperBurgi,NA,130NL-15a,Levin et al. (2011),member assignation based on age column
paleosol,1.91,-7.98,Koobi Fora,UpperBurgi,NA,130NL-21A,Levin et al. (2011),member assignation based on age column
paleosol,1.91,-8.54,Koobi Fora,UpperBurgi,NA,K03-79,Quinn et al. (2007),member assignation based on age column
paleosol,1.91,-7.54,Koobi Fora,UpperBurgi,NA,K03-78,Quinn et al. (2007),member assignation based on age column
paleosol,1.91,-6.64,Koobi Fora,UpperBurgi,NA,K03-80,Quinn et al. (2007),member assignation based on age column
paleosol,1.91,-6.53,Koobi Fora,UpperBurgi,NA,K03-77,Quinn et al. (2007),member assignation based on age column
paleosol,1.91,-5.37,Koobi Fora,UpperBurgi,NA,K03-76,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-6.63,Koobi Fora,UpperBurgi,NA,KN07-101a,Levin et al. (2011),member assignation based on age column
paleosol,1.89,-7.25,Koobi Fora,UpperBurgi,NA,K91-4674,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-6.97,Koobi Fora,UpperBurgi,NA,K03-74,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-6.04,Koobi Fora,UpperBurgi,NA,K03-73,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-5.94,Koobi Fora,UpperBurgi,NA,K03-75,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-5.68,Koobi Fora,UpperBurgi,NA,K89-4329,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-5.54,Koobi Fora,UpperBurgi,NA,K89-4328,Quinn et al. (2007),member assignation based on age column
paleosol,1.89,-5.3,Koobi Fora,UpperBurgi,NA,K93-5156,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-6.61,Koobi Fora,UpperBurgi,NA,105NL-06a,Levin et al. (2011),member assignation based on age column
paleosol,1.88,-8.46,Koobi Fora,UpperBurgi,NA,K03-72,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-8.13,Koobi Fora,UpperBurgi,NA,K02-8,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-6.5,Koobi Fora,UpperBurgi,NA,K02-10,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-6.35,Koobi Fora,UpperBurgi,NA,K02-9,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-6.02,Koobi Fora,UpperBurgi,NA,K02-11,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-5.82,Koobi Fora,UpperBurgi,NA,K02-15,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-5.48,Koobi Fora,UpperBurgi,NA,K02-13,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-5.29,Koobi Fora,UpperBurgi,NA,K02-12,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-5.15,Koobi Fora,UpperBurgi,NA,K03-71,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-5.09,Koobi Fora,UpperBurgi,NA,K03-70,Quinn et al. (2007),member assignation based on age column
paleosol,1.88,-4.8,Koobi Fora,UpperBurgi,NA,K02-14,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-9.53,Koobi Fora,KBS,NA,K02-17,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-9.16,Koobi Fora,KBS,NA,K02-16,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-6.84,Koobi Fora,KBS,NA,K03-69,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-6.59,Koobi Fora,KBS,NA,K02-7,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-6.53,Koobi Fora,KBS,NA,K03-90,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-6.31,Koobi Fora,KBS,NA,K03-87,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-6.05,Koobi Fora,KBS,NA,K03-89,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-6.01,Koobi Fora,KBS,NA,K03-91,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-5.79,Koobi Fora,KBS,NA,K03-88,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-5.77,Koobi Fora,KBS,NA,K06-251,Quinn et al. (2007),member assignation based on age column
paleosol,1.87,-4.4,Koobi Fora,KBS,NA,K03-68,Quinn et al. (2007),member assignation based on age column
paleosol,1.86,-4.2,Koobi Fora,KBS,NA,102-402,Cerling et al. (1988),
paleosol,1.86,-7.46,Koobi Fora,KBS,NA,K03-66,Quinn et al. (2007),
paleosol,1.86,-7.04,Koobi Fora,KBS,NA,K02-6,Quinn et al. (2007),
paleosol,1.86,-5.82,Koobi Fora,KBS,NA,K02-5,Quinn et al. (2007),
paleosol,1.86,-5.76,Koobi Fora,KBS,NA,K03-67,Quinn et al. (2007),
paleosol,1.86,-4.43,Koobi Fora,KBS,NA,K02-4,Quinn et al. (2007),
paleosol,1.86,-6.9,Koobi Fora,KBS,NA,K93-5102,Wynn (2004),
paleosol,1.85,-6.85,Koobi Fora,KBS,NA,131NL-05c,Levin et al. (2011),
paleosol,1.85,-5.7,Koobi Fora,KBS,NA,FxJj10a,Levin et al. (2011),
paleosol,1.85,-6.39,Koobi Fora,KBS,NA,130NL-23A,Levin et al. (2011),
paleosol,1.85,-6.7,Koobi Fora,KBS,NA,130NL-24A,Levin et al. (2011),
paleosol,1.85,-10.43,Koobi Fora,KBS,NA,K03-23,Quinn et al. (2007),
paleosol,1.85,-10.37,Koobi Fora,KBS,NA,K03-21,Quinn et al. (2007),
paleosol,1.85,-8.46,Koobi Fora,KBS,NA,K03-24,Quinn et al. (2007),
paleosol,1.85,-6.69,Koobi Fora,KBS,NA,K06-107,Quinn et al. (2007),
paleosol,1.85,-6.02,Koobi Fora,KBS,NA,K06-111,Quinn et al. (2007),
paleosol,1.85,-5.93,Koobi Fora,KBS,NA,K06-152,Quinn et al. (2007),
paleosol,1.85,-5.67,Koobi Fora,KBS,NA,K03-22,Quinn et al. (2007),
paleosol,1.85,-5.49,Koobi Fora,KBS,NA,K06-106,Quinn et al. (2007),
paleosol,1.85,-5.4,Koobi Fora,KBS,NA,K06-110,Quinn et al. (2007),
paleosol,1.85,-5.2,Koobi Fora,KBS,NA,K03-20,Quinn et al. (2007),
paleosol,1.85,-4.94,Koobi Fora,KBS,NA,K06-108,Quinn et al. (2007),
paleosol,1.85,-4.16,Koobi Fora,KBS,NA,K06-145,Quinn et al. (2007),
paleosol,1.85,-3.76,Koobi Fora,KBS,NA,K06-109,Quinn et al. (2007),
paleosol,1.84,-7.7,Koobi Fora,KBS,NA,102-407,Cerling et al. (1988),
paleosol,1.84,-7.19,Koobi Fora,KBS,NA,K93-5158,Quinn et al. (2007),
paleosol,1.84,-7.19,Koobi Fora,KBS,NA,K93-5160,Quinn et al. (2007),
paleosol,1.83,-5.44,Koobi Fora,KBS,NA,K03-65,Quinn et al. (2007),
paleosol,1.83,-5.02,Koobi Fora,KBS,NA,K03-64,Quinn et al. (2007),
paleosol,1.83,-4.11,Koobi Fora,KBS,NA,K03-19,Quinn et al. (2007),
paleosol,1.82,-6.55,Koobi Fora,KBS,NA,130NL-46A,Levin et al. (2011),
paleosol,1.82,-7.09,Koobi Fora,KBS,NA,K03-63,Quinn et al. (2007),
paleosol,1.82,-3.96,Koobi Fora,KBS,NA,K03-18,Quinn et al. (2007),
paleosol,1.8,-6.66,Koobi Fora,KBS,NA,130NL-46B,Levin et al. (2011),
paleosol,1.8,-5.45,Koobi Fora,KBS,NA,130NL-04A,Levin et al. (2011),
paleosol,1.8,-3.86,Koobi Fora,KBS,NA,130NL-22B,Levin et al. (2011),
paleosol,1.8,-5.14,Koobi Fora,KBS,NA,K03-62,Quinn et al. (2007),
paleosol,1.79,-5.14,Koobi Fora,KBS,NA,130NL-03B,Levin et al. (2011),
paleosol,1.79,-5.59,Koobi Fora,KBS,NA,130NL-22A,Levin et al. (2011),
paleosol,1.79,-5.74,Koobi Fora,KBS,NA,K03-58,Quinn et al. (2007),
paleosol,1.79,-5.73,Koobi Fora,KBS,NA,K03-60,Quinn et al. (2007),
paleosol,1.79,-5.08,Koobi Fora,KBS,NA,K03-61,Quinn et al. (2007),
paleosol,1.79,-4.25,Koobi Fora,KBS,NA,K03-59,Quinn et al. (2007),
paleosol,1.78,-5.44,Koobi Fora,KBS,NA,130NL-31A,Levin et al. (2011),
paleosol,1.78,-5.13,Koobi Fora,KBS,NA,130NL-34A,Levin et al. (2011),
paleosol,1.78,-4.76,Koobi Fora,KBS,NA,K03-57,Quinn et al. (2007),
paleosol,1.77,-8.07,Koobi Fora,KBS,NA,130NL-39A,Levin et al. (2011),
paleosol,1.77,-5.67,Koobi Fora,KBS,NA,130NL-01B,Levin et al. (2011),
paleosol,1.77,-5.58,Koobi Fora,KBS,NA,K03-56,Quinn et al. (2007),
paleosol,1.77,-4.7,Koobi Fora,KBS,NA,K03-17,Quinn et al. (2007),
paleosol,1.76,-2.8,Koobi Fora,KBS,NA,102-419C,Cerling et al. (1988),
paleosol,1.76,-6.75,Koobi Fora,KBS,NA,K93-5189,Quinn et al. (2007),
paleosol,1.76,-6.43,Koobi Fora,KBS,NA,K93-5189,Quinn et al. (2007),
paleosol,1.76,-5.61,Koobi Fora,KBS,NA,K03-12,Quinn et al. (2007),
paleosol,1.76,-4.9,Koobi Fora,KBS,NA,K03-14,Quinn et al. (2007),
paleosol,1.76,-4.78,Koobi Fora,KBS,NA,K03-11,Quinn et al. (2007),
paleosol,1.76,-4.58,Koobi Fora,KBS,NA,K03-16,Quinn et al. (2007),
paleosol,1.76,-3.84,Koobi Fora,KBS,NA,K03-13,Quinn et al. (2007),
paleosol,1.76,-3.79,Koobi Fora,KBS,NA,K03-15,Quinn et al. (2007),
paleosol,1.75,-1.9,Koobi Fora,KBS,NA,102-419A,Cerling et al. (1988),
